CASEID,HELPFUL,FAIR,TRUST,YEAR,AGE,SEX,RACE,HISPANIC,EDUC,DEGREE,MARITAL
51134,0,0,0,2008,71,1,1, 1,17,3,1
51135,1,2,1,2008,56,1,1, 1,13,1,1
51136,1,2,1,2008,48,2,1, 1,16,3,3
51137,2,1,2,2008,27,1,1, 1,16,3,5
51138,1,2,1,2008,81,2,1, 1,13,1,2
51139,1,2,1,2008,73,1,1, 1,18,4,1
51140,0,0,0,2008,62,2,1, 1,20,4,1
51141,2,1,2,2008,48,2,1, 1,16,3,5
51142,0,0,0,2008,52,2,1, 1,18,4,1
51143,2,1,2,2008,34,2,3, 1,16,3,5
51144,1,2,1,2008,27,1,1, 1,18,4,1
51145,1,1,1,2008,58,1,3, 4,12,1,4
51146,2,1,2,2008,24,1,3, 2,11,0,5
51147,3,1,3,2008,20,1,1, 2,11,0,5
51148,0,0,0,2008,68,1,3, 1,12,1,3
51149,3,1,2,2008,41,1,1, 2,12,1,1
51150,0,0,0,2008,24,2,1, 1,15,2,5
51151,0,0,0,2008,39,2,3, 1,16,3,1
51152,1,2,2,2008,47,1,1, 1,12,1,1
51153,1,1,1,2008,40,1,1, 1,12,1,1
51154,1,2,1,2008,47,2,1, 1,18,3,1
51155,3,2,3,2008,27,1,1, 1,16,3,5
51156,0,0,0,2008,61,1,1, 1,18,4,1
51157,0,0,0,2008,47,1,1, 1,14,1,3
51158,2,1,2,2008,23,2,1, 1,16,3,5
51159,0,0,0,2008,45,2,1, 1,16,4,5
51160,2,2,2,2008,33,2,3, 2,11,0,5
51161,1,2,2,2008,27,2,3, 2,14,1,5
51162,2,1,1,2008,18,1,2, 1,15,2,5
51163,2,1,2,2008,61,1,1, 1,12,1,1
51164,1,1,1,2008,79,1,1, 2,14,2,2
51165,1,2,2,2008,36,2,1, 1,13,1,1
51166,1,1,2,2008,30,2,3, 1,16,3,1
51167,1,2,1,2008,60,1,1, 1,14,1,1
51168,0,0,0,2008,46,2,1, 1,12,1,3
51169,0,0,0,2008,37,2,3,47, 9,0,4
51170,2,1,2,2008,28,1,3, 2,13,1,5
51171,2,2,2,2008,22,2,1, 2,12,0,5
51172,1,2,2,2008,47,2,1, 2,13,1,3
51173,2,1,2,2008,34,2,1, 2, 6,0,1
51174,2,1,2,2008,20,2,1, 1,15,1,5
51175,2,1,2,2008,63,2,2, 1,11,0,3
51176,2,1,2,2008,47,2,3, 5,12,1,5
51177,0,0,0,2008,25,1,3, 1,12,1,5
51178,2,1,2,2008,21,1,3, 2,10,0,5
51179,2,1,2,2008,40,1,1, 2, 6,0,5
51180,2,1,2,2008,20,1,1, 5,14,1,5
51181,2,1,2,2008,49,2,3, 6, 9,0,1
51182,3,3,2,2008,50,1,1, 2, 3,0,1
51183,0,0,0,2008,24,1,1, 2,16,3,5
51184,0,0,0,2008,69,1,1, 4,14,2,1
51185,2,1,2,2008,57,1,2, 1,14,2,5
51186,2,1,2,2008,74,2,3, 5, 0,0,2
51187,2,2,1,2008,25,2,1, 1,16,3,5
51188,0,0,0,2008,27,2,3,41,15,2,1
51189,2,2,2,2008,31,2,1, 6,12,1,4
51190,2,1,2,2008,69,2,1, 1, 9,0,2
51191,1,2,2,2008,99,1,1, 1,17,2,3
51192,2,2,2,2008,60,1,2, 1,14,1,3
51193,0,0,0,2008,20,2,3, 5,12,1,5
51194,2,1,2,2008,30,1,1, 2,13,1,5
51195,1,2,1,2008,50,1,1, 1,18,4,5
51196,1,1,2,2008,69,2,1, 1,16,1,2
51197,1,2,1,2008,53,1,1, 2,19,4,5
51198,2,2,1,2008,46,2,2, 1,19,4,5
51199,1,1,2,2008,26,1,1, 5,13,1,5
51200,0,0,0,2008,27,2,1, 1,14,1,1
51201,2,2,2,2008,40,2,1, 1,13,1,1
51202,1,1,2,2008,56,2,1, 1,13,1,1
51203,2,1,2,2008,37,1,1, 2,13,1,1
51204,2,1,2,2008,69,2,1, 2, 0,0,2
51205,2,2,2,2008,50,1,1, 1,15,1,5
51206,2,2,1,2008,37,2,1, 1,16,3,1
51207,3,3,3,2008,53,1,1, 1,18,4,1
51208,1,2,2,2008,51,1,1, 1,16,3,5
51209,2,1,2,2008,43,1,1, 1,14,1,5
51210,1,2,1,2008,49,2,1,30,15,1,5
51211,1,1,1,2008,55,2,3, 1,16,3,1
51212,0,0,0,2008,29,2,1, 1,16,3,1
51213,0,0,0,2008,31,1,1, 1,16,3,1
51214,0,0,0,2008,59,2,3,22, 6,0,5
51215,2,1,2,2008,67,2,2, 1,13,1,1
51216,2,1,2,2008,41,2,2, 1,16,3,1
51217,1,2,2,2008,87,2,3, 1,14,1,2
51218,0,0,0,2008,47,2,2, 1,12,1,5
51219,2,1,2,2008,71,2,2, 1,11,0,2
51220,0,0,0,2008,62,2,2, 1,12,1,5
51221,2,1,2,2008,25,2,2, 1,11,0,5
51222,0,0,0,2008,33,2,3, 5,12,1,1
51223,0,0,0,2008,54,1,3, 2, 9,1,3
51224,0,0,0,2008,54,2,1, 1,16,3,1
51225,2,2,1,2008,45,2,2, 2, 9,0,4
51226,0,0,0,2008,23,1,3, 2, 8,0,1
51227,2,1,2,2008,20,2,3, 2,13,1,5
51228,2,1,2,2008,34,2,1, 2, 9,1,1
51229,1,2,2,2008,69,1,2, 1,12,1,2
51230,1,2,2,2008,57,1,2, 1,11,0,1
51231,0,0,0,2008,29,2,1, 1,20,3,5
51232,2,1,1,2008,33,2,1, 1,16,3,5
51233,1,2,1,2008,83,2,1, 1,17,4,2
51234,2,1,2,2008,37,1,1, 1,19,4,1
51235,2,1,1,2008,20,2,1, 1,13,1,5
51236,1,1,1,2008,59,1,1, 1,14,3,3
51237,1,2,2,2008,73,2,1, 1,12,1,2
51238,0,0,0,2008,53,2,1, 1,16,3,3
51239,3,3,2,2008,36,2,2, 1,16,3,1
51240,1,2,1,2008,56,1,1, 1,12,1,1
51241,0,0,0,2008,43,1,1, 1,12,1,5
51242,1,2,1,2008,55,1,1, 1,19,4,1
51243,1,2,1,2008,60,1,1, 1,14,1,5
51244,2,2,2,2008,66,1,1, 1,12,1,1
51245,0,0,0,2008,36,1,2, 1,11,0,5
51246,1,2,1,2008,89,2,3, 1, 4,0,2
51247,2,1,2,2008,40,1,1, 2,14,2,1
51248,0,0,0,2008,69,2,1, 1,16,4,1
51249,1,2,2,2008,70,2,1, 1,12,1,1
51250,2,2,3,2008,80,1,3, 1,14,1,1
51251,0,0,0,2008,45,1,1, 1,15,1,1
51252,0,0,0,2008,27,2,1, 1,14,1,1
51253,0,0,0,2008,57,1,1, 1, 8,0,3
51254,1,2,2,2008,55,2,2, 1,14,2,3
51255,2,1,2,2008,54,1,1, 1,12,1,1
51256,0,0,0,2008,63,1,1, 2,12,1,1
51257,2,1,2,2008,60,2,2, 1,12,1,4
51258,2,1,2,2008,87,1,2, 1, 8,0,2
51259,2,1,2,2008,54,2,2, 1,12,1,3
51260,2,2,2,2008,49,1,2, 1,14,2,1
51261,2,1,2,2008,66,1,1, 1,16,3,1
51262,1,1,2,2008,29,2,1, 1,12,1,1
51263,2,2,2,2008,57,2,1, 1,12,1,1
51264,2,1,2,2008,37,1,1, 1,15,1,1
51265,1,2,2,2008,35,1,1, 1,12,1,1
51266,2,1,2,2008,45,1,1, 1,10,0,3
51267,0,0,0,2008,50,1,1, 1,11,0,1
51268,0,0,0,2008,79,1,1, 1,12,1,1
51269,0,0,0,2008,87,2,1, 1,13,1,2
51270,1,3,2,2008,47,1,2, 1,13,1,1
51271,2,2,2,2008,63,1,1, 1,12,1,1
51272,0,0,0,2008,48,1,1, 1,16,3,5
51273,1,2,1,2008,42,1,3, 1,16,3,1
51274,0,0,0,2008,37,1,1,30,13,1,1
51275,0,0,0,2008,39,2,3, 1,16,3,1
51276,1,2,1,2008,49,1,1, 1,12,1,1
51277,1,1,2,2008,33,1,3, 1,13,2,5
51278,2,1,2,2008,43,1,1, 1,16,3,3
51279,2,1,2,2008,99,1,3,10,14,2,1
51280,0,0,0,2008,77,2,1, 2,98,0,1
51281,1,2,2,2008,47,2,3, 1,13,1,1
51282,0,0,0,2008,47,1,1, 1,12,1,1
51283,3,3,2,2008,26,1,1, 2, 6,0,4
51284,2,1,1,2008,46,1,1, 1,12,1,1
51285,0,0,0,2008,55,2,1, 1,10,1,2
51286,1,2,1,2008,50,2,1, 1,14,1,2
51287,2,1,2,2008,39,1,3, 1,16,3,5
51288,2,2,1,2008,58,1,1, 1,18,4,1
51289,1,2,1,2008,74,2,1, 1,18,3,2
51290,0,0,0,2008,41,1,3, 1,17,3,1
51291,3,3,2,2008,19,1,3, 1,13,1,5
51292,3,2,2,2008,36,1,1, 1,16,3,3
51293,2,2,2,2008,27,2,3, 2,11,1,5
51294,2,1,2,2008,28,1,1, 2, 6,0,5
51295,2,2,2,2008,22,2,3, 2,13,1,5
51296,1,1,1,2008,39,1,3, 1,15,3,1
51297,2,2,2,2008,44,2,1, 1,12,1,1
51298,2,3,2,2008,39,2,1, 1,14,1,1
51299,0,0,0,2008,30,2,1, 1,16,3,1
51300,0,0,0,2008,46,1,1,21,14,2,1
51301,2,1,2,2008,99,2,3, 1,16,3,2
51302,0,0,0,2008,33,2,1, 1,20,4,5
51303,2,2,1,2008,61,1,1, 1,20,4,1
51304,1,2,2,2008,20,1,3, 1,14,1,5
51305,1,2,2,2008,29,2,1, 1,11,1,5
51306,2,2,2,2008,20,1,3, 1,13,1,5
51307,2,2,2,2008,27,2,1, 2, 9,0,5
51308,0,0,0,2008,40,1,3, 1,14,1,5
51309,1,1,2,2008,18,2,2,30,12,1,5
51310,2,1,2,2008,53,1,1, 1,14,1,1
51311,0,0,0,2008,44,1,1, 2, 6,0,1
51312,2,1,2,2008,30,1,1, 1,12,1,5
51313,2,1,2,2008,52,2,1, 2, 4,0,1
51314,2,1,2,2008,36,2,3, 2,14,1,1
51315,2,1,2,2008,33,1,1, 1,14,2,1
51316,2,2,2,2008,44,2,1, 1,14,1,1
51317,0,0,0,2008,78,2,1, 1, 8,0,1
51318,2,1,2,2008,47,1,1, 1,14,1,3
51319,0,0,0,2008,42,1,1, 1,14,2,1
51320,0,0,0,2008,32,1,1, 1,16,3,5
51321,0,0,0,2008,35,2,1, 1,10,1,5
51322,2,1,2,2008,63,1,1, 1,13,1,5
51323,1,1,2,2008,36,2,2, 1,14,2,1
51324,3,3,2,2008,26,2,2, 1,11,0,5
51325,0,0,0,2008,32,2,2, 1,14,2,3
51326,1,2,2,2008,71,1,2, 1,14,2,1
51327,3,3,2,2008,19,2,2, 1,11,0,5
51328,0,0,0,2008,52,2,2, 1,14,2,5
51329,2,1,2,2008,36,2,2, 1,14,1,5
51330,1,1,1,2008,57,2,2, 1,12,1,1
51331,2,1,2,2008,24,2,2, 1,11,0,5
51332,2,1,2,2008,42,2,2, 1,13,1,4
51333,2,2,2,2008,28,2,1, 1,12,1,5
51334,2,1,1,2008,19,1,1, 1,13,1,5
51335,2,2,1,2008,46,1,3, 3,16,3,1
51336,2,2,1,2008,43,2,2, 1,18,4,3
51337,2,2,2,2008,75,1,1, 4,14,2,1
51338,0,0,0,2008,40,2,2, 1,14,1,1
51339,1,2,2,2008,38,2,3, 2, 4,0,5
51340,1,1,2,2008,63,2,1, 1,12,1,1
51341,1,1,2,2008,79,2,1, 1,12,1,2
51342,1,1,2,2008,40,2,2, 1,16,3,1
51343,0,0,0,2008,49,2,1, 1,20,4,1
51344,0,0,0,2008,72,1,1, 1,13,1,1
51345,2,1,2,2008,38,1,3, 1,11,1,5
51346,2,2,2,2008,23,2,1, 1,13,1,5
51347,0,0,0,2008,50,2,1, 1,16,3,1
51348,1,2,1,2008,89,1,1, 1,17,3,2
51349,2,2,2,2008,48,2,2, 1,15,1,1
51350,2,2,1,2008,71,2,1, 1,16,3,1
51351,1,1,2,2008,19,2,3, 3,12,1,5
51352,2,1,2,2008,30,2,1, 3,13,1,5
51353,0,0,0,2008,55,1,2, 1,12,1,1
51354,1,2,2,2008,62,2,3, 1, 6,0,2
51355,3,2,2,2008,43,2,3,15, 4,0,4
51356,1,2,1,2008,66,1,1, 1,16,3,1
51357,1,2,2,2008,56,1,3, 1,16,3,1
51358,2,2,2,2008,56,1,1, 1,18,3,1
51359,1,2,2,2008,78,2,1, 1,12,1,2
51360,1,2,1,2008,89,2,1, 1,12,1,2
51361,2,2,2,2008,51,1,1, 1,16,3,1
51362,0,0,0,2008,52,2,1, 1,18,4,3
51363,0,0,0,2008,40,2,2, 1,14,1,1
51364,2,1,2,2008,57,1,2, 1,10,1,1
51365,2,1,2,2008,61,2,2, 1,11,0,3
51366,0,0,0,2008,25,2,2, 1,14,1,5
51367,0,0,0,2008,44,2,2, 1,10,0,4
51368,0,0,0,2008,21,1,2, 1,13,1,5
51369,0,0,0,2008,66,1,1, 1,17,4,1
51370,2,1,2,2008,50,1,1, 1,12,1,5
51371,1,2,2,2008,45,2,1, 1,14,2,1
51372,2,1,2,2008,52,2,2, 1,13,1,1
51373,0,0,0,2008,45,1,2, 3,16,3,1
51374,2,1,2,2008,24,1,2, 1,12,1,5
51375,0,0,0,2008,70,1,2, 1, 6,0,1
51376,2,1,2,2008,72,2,3,11, 3,0,1
51377,0,0,0,2008,28,2,2,11,12,1,5
51378,0,0,0,2008,25,2,3, 4,11,0,5
51379,2,1,2,2008,58,1,1, 4,14,1,1
51380,0,0,0,2008,62,1,1, 1,15,1,1
51381,0,0,0,2008,60,2,2, 1,15,1,1
51382,1,2,1,2008,49,1,3, 3,14,1,1
51383,0,0,0,2008,47,2,2, 1,14,2,1
51384,2,8,2,2008,34,2,1, 2, 8,0,1
51385,0,0,0,2008,31,2,2, 1,12,1,4
51386,0,0,0,2008,38,2,3, 3,12,1,1
51387,2,1,2,2008,44,1,1,11,12,1,3
51388,2,1,2,2008,24,1,1, 4,12,1,5
51389,2,1,1,2008,77,2,1, 1,12,1,2
51390,2,1,2,2008,45,2,1, 4,14,1,3
51391,2,1,2,2008,31,2,3, 3,16,2,5
51392,2,1,2,2008,37,1,1, 4, 9,1,1
51393,1,2,2,2008,38,2,3,15,15,1,1
51394,2,1,2,2008,24,2,2, 1,14,1,5
51395,3,3,2,2008,56,1,1, 1,12,1,1
51396,3,3,2,2008,40,2,2, 1,13,1,1
51397,2,1,2,2008,43,1,2, 1,16,3,5
51398,1,2,1,2008,48,1,1, 1,17,3,3
51399,0,0,0,2008,30,2,2, 1,99,0,5
51400,2,2,2,2008,50,1,2, 1,14,2,5
51401,0,0,0,2008,49,2,2, 1,20,4,1
51402,2,1,2,2008,32,2,1, 1,12,1,1
51403,1,2,1,2008,37,2,3, 1,18,4,3
51404,2,2,2,2008,45,1,2, 1,13,1,5
51405,1,2,1,2008,64,1,1, 1,16,3,1
51406,1,2,1,2008,43,1,1, 1,13,1,1
51407,2,3,3,2008,19,2,1, 1,14,1,5
51408,2,1,2,2008,53,1,1, 1,16,3,5
51409,0,0,0,2008,84,1,1, 1,12,1,2
51410,1,2,1,2008,63,2,1, 1,17,3,3
51411,2,2,3,2008,57,1,1, 1,13,1,5
51412,1,2,2,2008,74,2,1, 1,15,1,2
51413,0,0,0,2008,89,2,2, 1,13,1,2
51414,0,0,0,2008,20,2,2, 1,11,0,5
51415,0,0,0,2008,28,2,2, 1,12,1,1
51416,2,2,2,2008,84,2,1, 1,12,1,2
51417,1,2,1,2008,60,1,1, 1,18,4,1
51418,1,2,1,2008,25,2,1, 1,15,1,5
51419,2,1,2,2008,25,2,2, 1,13,1,5
51420,1,1,2,2008,53,2,1, 1,11,1,1
51421,0,0,0,2008,58,1,1, 1,15,1,3
51422,0,0,0,2008,80,1,1, 1, 8,0,1
51423,2,1,1,2008,45,1,1, 1,14,1,3
51424,0,0,0,2008,33,1,1, 1,14,2,1
51425,1,2,1,2008,64,1,1, 1,16,1,3
51426,1,2,1,2008,44,2,1, 1,16,3,1
51427,0,0,0,2008,41,2,1, 1,12,1,3
51428,0,0,0,2008,68,1,1, 1,18,4,1
51429,3,2,2,2008,28,1,1, 1,11,1,3
51430,0,0,0,2008,35,1,1, 2, 6,0,5
51431,0,0,0,2008,33,1,3, 2,11,0,1
51432,0,0,0,2008,57,1,1, 2, 4,0,1
51433,0,0,0,2008,49,2,1, 1,18,4,1
51434,1,1,2,2008,33,2,2, 1,11,0,1
51435,2,1,2,2008,24,2,1,22,14,2,1
51436,0,0,0,2008,28,1,1, 1,12,1,1
51437,2,2,1,2008,56,2,1, 1,15,4,3
51438,3,3,2,2008,49,1,1, 2,15,2,1
51439,0,0,0,2008,72,1,1, 1,16,4,1
51440,0,0,0,2008,38,1,1, 1,12,1,5
51441,1,1,2,2008,44,1,2, 1,15,1,3
51442,1,2,2,2008,22,1,1, 2, 9,1,5
51443,2,2,2,2008,20,2,1, 1,12,1,5
51444,0,0,0,2008,23,1,2, 1,12,1,5
51445,2,1,2,2008,89,2,1, 2, 8,0,1
51446,2,3,3,2008,23,1,1, 1,11,1,5
51447,1,1,2,2008,43,2,3, 1,10,0,3
51448,2,2,1,2008,39,1,1, 1,12,1,5
51449,1,1,2,2008,62,2,2, 1,12,1,3
51450,0,0,0,2008,36,1,2, 1,11,1,5
51451,2,1,2,2008,22,1,3, 2,12,1,5
51452,3,3,3,2008,33,1,2, 1,12,1,5
51453,1,2,1,2008,56,1,2, 1, 7,0,1
51454,0,0,0,2008,36,2,2, 1,11,0,5
51455,3,3,3,2008,31,2,2, 1, 6,0,5
51456,0,0,0,2008,24,1,1, 1,16,3,5
51457,3,1,2,2008,53,1,1, 1,19,4,1
51458,0,0,0,2008,35,1,1, 1,16,3,5
51459,0,0,0,2008,68,1,2, 1,12,1,1
51460,3,3,3,2008,29,1,1, 1,16,3,5
51461,2,1,2,2008,30,1,1, 2,12,1,5
51462,0,0,0,2008,31,2,3, 1,20,4,1
51463,1,1,1,2008,68,2,1, 1,16,3,3
51464,0,0,0,2008,57,2,1, 1,18,4,3
51465,1,2,1,2008,62,2,1, 1,16,3,1
51466,1,2,1,2008,80,2,1, 1,19,4,2
51467,0,0,0,2008,21,1,2, 1,13,1,5
51468,0,0,0,2008,46,2,1, 5, 7,0,4
51469,0,0,0,2008,40,1,3, 6, 6,0,1
51470,1,2,2,2008,20,1,3, 6, 6,0,5
51471,0,0,0,2008,35,2,1, 1,18,4,1
51472,1,2,1,2008,73,1,1, 1,16,3,3
51473,3,2,1,2008,51,2,1, 1,18,3,1
51474,0,0,0,2008,60,1,1, 1,16,3,1
51475,2,2,2,2008,58,2,1, 1,12,1,1
51476,3,2,2,2008,19,1,3, 1,13,1,5
51477,1,2,1,2008,64,2,1, 1,16,3,1
51478,1,2,1,2008,39,1,3, 1,17,4,1
51479,3,3,2,2008,31,2,1, 1,16,3,1
51480,0,0,0,2008,44,1,1, 1,18,4,1
51481,0,0,0,2008,47,2,1, 1,12,1,3
51482,1,2,2,2008,36,2,1, 2,13,1,1
51483,0,0,0,2008,19,2,1, 1,12,1,5
51484,0,0,0,2008,31,1,1, 2,17,3,1
51485,0,0,0,2008,51,1,1, 1, 9,0,1
51486,2,1,2,2008,37,1,1, 2, 9,1,3
51487,0,0,0,2008,23,2,1, 2,13,1,5
51488,3,3,3,2008,56,1,1, 1,16,3,1
51489,0,0,0,2008,56,1,1, 1,16,3,1
51490,0,0,0,2008,31,1,1, 1,17,3,1
51491,2,1,2,2008,29,1,1, 1,18,3,5
51492,2,1,2,2008,62,2,1, 5, 2,0,1
51493,2,2,2,2008,52,2,1, 4, 6,0,3
51494,1,2,2,2008,64,2,3, 1,16,3,1
51495,2,1,2,2008,76,2,1, 1,14,2,2
51496,1,2,2,2008,60,1,1, 1,16,2,3
51497,3,2,3,2008,38,2,3, 2, 9,1,5
51498,1,2,2,2008,33,1,3, 2,13,1,5
51499,0,0,0,2008,73,1,1, 1,16,3,1
51500,1,2,1,2008,54,2,1, 1,14,1,1
51501,2,1,2,2008,28,1,1, 2, 6,0,5
51502,2,2,2,2008,40,1,3, 1,15,3,3
51503,2,3,2,2008,20,2,2, 1,12,1,5
51504,3,1,2,2008,22,2,2, 1,12,0,5
51505,2,1,2,2008,23,2,2, 1,11,0,4
51506,2,1,2,2008,31,2,2, 1,13,1,4
51507,1,2,1,2008,50,2,1, 1,12,1,1
51508,2,1,2,2008,28,2,2, 1,16,3,1
51509,2,2,2,2008,39,1,1, 1,16,3,1
51510,1,2,2,2008,48,2,1, 1,13,1,1
51511,3,3,2,2008,37,2,1, 1,16,3,1
51512,2,2,1,2008,65,1,1, 1,12,1,1
51513,1,2,2,2008,43,2,1, 1,16,3,1
51514,1,1,2,2008,52,2,1, 1,19,4,1
51515,3,3,3,2008,29,1,1, 2,16,3,5
51516,3,2,1,2008,24,2,1, 1,17,3,5
51517,2,2,2,2008,71,1,1, 1,16,3,5
51518,2,1,2,2008,42,2,3, 3,11,0,5
51519,0,0,0,2008,42,2,1, 1,18,4,1
51520,0,0,0,2008,20,1,1, 1,12,1,5
51521,2,1,2,2008,74,2,1, 1,16,3,2
51522,2,1,2,2008,42,2,3,10, 8,0,1
51523,0,0,0,2008,39,2,1, 3, 6,0,1
51524,1,2,1,2008,71,1,1, 1,18,4,1
51525,2,1,2,2008,62,2,1, 1,12,1,1
51526,0,0,0,2008,42,2,1, 1,12,1,1
51527,0,0,0,2008,20,2,1, 1,13,1,5
51528,0,0,0,2008,47,1,1, 1,16,2,1
51529,2,3,2,2008,46,1,1, 1,15,2,3
51530,0,0,0,2008,46,1,1, 1,16,4,1
51531,3,2,2,2008,31,1,3, 1,14,1,5
51532,0,0,0,2008,40,2,1, 1,14,1,1
51533,1,1,1,2008,57,2,1, 1, 9,0,3
51534,1,2,2,2008,57,2,1, 1,16,4,3
51535,3,3,3,2008,38,2,1, 1,18,4,3
51536,1,1,2,2008,45,2,1, 1,14,1,1
51537,0,0,0,2008,48,2,1, 1,12,1,1
51538,0,0,0,2008,54,2,1, 1,16,3,1
51539,1,2,1,2008,45,2,1, 1,18,4,1
51540,1,2,1,2008,65,1,1, 1,20,4,5
51541,1,2,1,2008,37,2,3, 1,20,4,3
51542,1,2,1,2008,35,2,3, 1,16,3,1
51543,1,2,2,2008,71,2,1, 1,12,1,2
51544,0,0,0,2008,54,2,1, 1,14,2,1
51545,0,0,0,2008,23,2,2, 1,11,1,5
51546,0,0,0,2008,24,2,2, 1,12,1,5
51547,2,2,1,2008,22,2,2, 1,16,3,5
51548,2,1,2,2008,50,1,1, 3,12,1,5
51549,2,1,2,2008,27,2,2, 1,16,3,1
51550,2,1,2,2008,50,2,2, 1,16,4,3
51551,2,1,2,2008,19,2,1, 1,12,1,1
51552,0,0,0,2008,51,1,1, 1,16,3,1
51553,0,0,0,2008,51,2,1, 1,15,1,1
51554,0,0,0,2008,25,1,1, 1,13,1,1
51555,0,0,0,2008,39,1,3, 6,99,0,5
51556,0,0,0,2008,29,2,1, 1,14,1,5
51557,3,3,1,2008,53,1,1, 1,12,1,1
51558,1,1,2,2008,26,1,1, 1, 8,0,5
51559,1,2,2,2008,37,2,1, 1,18,3,3
51560,0,0,0,2008,62,1,1, 1,12,1,1
51561,0,0,0,2008,30,2,1, 2,12,1,1
51562,2,1,2,2008,19,1,2, 1,10,0,5
51563,1,2,3,2008,99,1,1, 1,16,3,1
51564,2,1,2,2008,19,2,1, 1,12,0,5
51565,3,1,2,2008,32,2,3, 1,14,2,5
51566,0,0,0,2008,44,2,1, 1,11,0,5
51567,1,2,2,2008,63,2,1, 2,12,1,2
51568,3,1,2,2008,49,1,2, 1,13,0,3
51569,1,1,2,2008,33,2,1, 2,12,1,3
51570,1,3,2,2008,62,2,1, 1,12,1,4
51571,0,0,0,2008,50,2,3, 2,12,1,1
51572,0,0,0,2008,81,2,1, 1,12,1,2
51573,0,0,0,2008,56,2,1, 1,12,1,1
51574,1,2,1,2008,62,2,1, 1,14,1,1
51575,1,2,1,2008,78,1,1, 1,13,1,1
51576,0,0,0,2008,86,1,1, 1,16,3,3
51577,1,2,1,2008,65,1,1, 1,18,4,1
51578,2,2,3,2008,65,1,1, 1,14,1,5
51579,2,2,1,2008,58,1,1, 1,13,1,1
51580,1,1,2,2008,26,2,3, 2,14,1,5
51581,2,1,2,2008,68,2,1, 1,16,3,3
51582,2,1,1,2008,20,2,1, 1,14,1,5
51583,1,2,2,2008,23,1,3, 2,12,1,5
51584,2,2,1,2008,29,1,1, 1,12,1,5
51585,0,0,0,2008,73,2,1, 1,13,1,2
51586,2,1,2,2008,37,2,1, 1,17,3,3
51587,0,0,0,2008,61,1,1, 1,18,3,1
51588,2,1,2,2008,36,2,1, 2, 9,1,5
51589,2,1,2,2008,53,1,2, 1,12,1,4
51590,2,1,2,2008,64,1,2, 1,12,1,1
51591,0,0,0,2008,28,2,1, 1,14,2,1
51592,1,2,2,2008,64,2,1, 1,16,3,1
51593,3,8,2,2008,75,2,3, 1,10,0,4
51594,0,0,0,2008,19,2,1, 1,11,0,5
51595,1,1,1,2008,52,2,1, 1,17,4,1
51596,2,1,2,2008,44,2,1, 1,12,1,2
51597,0,0,0,2008,44,1,1, 1,16,4,3
51598,0,0,0,2008,26,1,1, 1,11,1,5
51599,0,0,0,2008,20,2,2, 4,13,1,5
51600,2,1,2,2008,33,1,2, 1,15,2,1
51601,2,1,2,2008,23,2,1, 1,12,0,5
51602,2,3,2,2008,70,1,1, 1,12,1,1
51603,2,1,2,2008,36,1,1, 1,16,3,3
51604,2,1,2,2008,51,2,2, 1,11,0,5
51605,3,3,1,2008,25,1,1, 1,16,3,5
51606,0,0,0,2008,61,1,1, 1,16,3,5
51607,1,2,1,2008,35,2,1, 1,18,4,1
51608,2,3,2,2008,35,1,1, 1,17,3,1
51609,0,0,0,2008,70,2,1, 1,19,4,2
51610,1,2,1,2008,47,2,1, 1,12,1,1
51611,2,1,2,2008,23,2,1, 1,12,1,1
51612,3,2,2,2008,82,1,1, 1,12,1,1
51613,0,0,0,2008,51,1,1, 1,15,2,5
51614,1,2,1,2008,69,2,1, 1,13,1,3
51615,1,2,2,2008,52,1,1, 1,16,3,1
51616,1,2,1,2008,53,1,1, 1,12,1,5
51617,3,2,1,2008,67,2,1, 1,15,1,1
51618,0,0,0,2008,50,1,1, 1,18,4,1
51619,1,2,1,2008,53,2,1, 1,16,3,1
51620,2,1,2,2008,57,1,1, 1,12,1,1
51621,1,2,1,2008,46,1,1, 1,19,4,1
51622,1,2,2,2008,23,1,1, 1,14,2,5
51623,0,0,0,2008,75,2,1, 1,12,1,2
51624,1,2,1,2008,62,1,1, 1,16,3,1
51625,0,0,0,2008,23,2,2, 1,16,1,5
51626,1,1,2,2008,34,1,3, 1, 5,0,1
51627,2,2,2,2008,26,1,1, 1,12,1,5
51628,0,0,0,2008,61,1,1, 1,12,1,1
51629,1,2,1,2008,54,1,1, 1,14,2,3
51630,0,0,0,2008,47,2,1, 1,12,1,1
51631,2,1,2,2008,41,2,1, 1,12,1,1
51632,1,2,1,2008,67,1,1, 1,15,1,1
51633,0,0,0,2008,59,2,1, 1,13,1,2
51634,2,2,1,2008,34,1,1, 1,16,3,1
51635,2,1,2,2008,71,1,1, 1,16,3,4
51636,1,2,1,2008,74,2,1, 1,12,1,2
51637,1,1,2,2008,56,1,1, 1,13,1,1
51638,0,0,0,2008,44,1,1, 1,12,1,1
51639,1,2,2,2008,56,1,1, 1,13,1,3
51640,2,1,2,2008,27,2,1, 1,13,1,1
51641,0,0,0,2008,48,2,1, 1,16,3,1
51642,1,2,1,2008,41,1,2, 1,12,1,4
51643,3,2,1,2008,41,2,1,30,17,3,1
51644,1,2,1,2008,59,1,1, 1,18,3,1
51645,2,3,2,2008,52,1,1, 1,12,1,5
51646,3,2,2,2008,64,2,1, 1,12,1,1
51647,2,2,2,2008,69,1,1, 1,12,1,3
